hash_number_A,cost,cost_refill,expense,income_minutes,outcome_minutes,income_ratio,voda_minutes,nonvoda_minutes,voda_ratio,nonvoda_sms,voda_sms,inet_mb,neg_internet,neg_voda_minutes,neg_nonvoda_minutes,neg_income_minutes,neg_out_minutes,long_calls,mid_calls,heavy_inet
154270,97.9689,52.97,44.99889999999999,0.3833333333,1.0,0.27710843371752064,1.3833333333000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154682,0.0,0.0,0.0,4.2666666666,0.0,1.0,4.2666666666,0.0,1.0,0.0,0.0,0.0087890625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154896,0.0,0.0,0.0,114.4166666671,22.0,0.8387293830182277,13.2166666666,12.0,0.5241242564428926,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
155298,0.0,0.0,0.0,0.31666666670000004,2.0,0.1366906474944361,2.3166666666999998,0.0,1.0,0.0,0.0,106.756432533,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
155600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00390625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155680,0.0,0.0,0.0,0.6666666667,17.0,0.03773584905841937,17.6666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
155977,851.9936,458.0,393.9936,2248.300000000303,2054.0,0.5225809450759232,3761.1833333334966,495.0166666666997,0.8836951584355348,11.0,85.0,22570.56070520307,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
155996,197.4395,102.47,94.96949999999998,80.4166666667,121.0,0.3992552751345636,199.9666666667,0.0,1.0,5.0,66.0,338.8954515442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156082,5.6308,0.0,5.6308,563.0500000005999,389.0,0.5914080142852215,903.6666666677996,48.3833333328,0.9491798399949902,4.0,8.0,822.5384969736999,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
156084,548.1632000000002,275.17,272.99320000000006,900.7166666674008,2047.0,0.3055641937546609,2769.8166666675043,162.13333333319994,0.9447011943132859,24.0,179.0,8822.738711360982,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
156290,156.04649999999995,50.3,105.74649999999998,441.0000000009998,1190.0,0.2703862660948679,1573.000000001,58.0,0.9644389944819348,1.0,95.0,5946.083450321807,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
156340,230.7,96.0,134.7,576.1166666678002,695.0,0.4532366554346859,1158.200000001299,112.91666666649999,0.9111673462967737,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156350,31.75,15.25,16.5,1402.3666666648996,1683.0,0.4545218828661216,2822.733333332302,258.6333333326,0.9160653822439996,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156561,376.1468,206.15,169.99680000000004,6.449999999800001,106.0,0.05735882614327676,28.2666666665,84.1833333333,0.2513709796936441,3.0,1.0,1753.7106246920985,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
156676,103.7499,50.0,53.7499,201.55000000010003,136.0,0.5970967264110215,292.13333333340006,45.4166666667,0.8654520317976995,3.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
156712,17.5,10.5,7.0,87.48333333330002,271.0,0.24403737970145006,338.3,20.1833333333,0.9436979868892968,2.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
156735,222.5075,105.5,117.0075,5622.099999997497,643.0,0.8973679590109884,5980.716666663406,284.3833333341001,0.9546083329341568,18.0,212.0,2715.935857771002,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
156831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157235,99.65,90.0,9.650000000000006,1491.8666666707006,1570.1166666667002,0.4872223341087375,3019.233333337199,39.63333333350001,0.9870431314429808,4.0,85.0,0.8888063433000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
157256,269.997,135.0,134.997,609.8000000009002,1555.0,0.28168883961596763,2145.9166666675,14.3000000001,0.9933802936433409,4.0,35.0,1162.0633487700998,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
157332,294.4944999999999,150.0,144.4944999999999,150.08333333260006,268.0,0.3589794698015466,404.0833333325998,4.0,0.9901980804574052,0.0,38.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
158964,259.9967,146.0,113.99669999999998,123.66666666659998,98.0,0.5578947368419722,191.91666666650002,28.750000000100002,0.8697129909360634,0.0,16.0,1026.4776592207998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158998,196.7616,95.0,101.7616,260.41666666680004,129.8833333333,0.6672217952004441,351.50000000010004,20.899999999999995,0.9438775510204233,0.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
159572,142.5,100.0,42.5,992.3499999963997,82.8833333332,0.9229159562264118,1012.5666666630998,11.0,0.9892532647278748,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
159893,201.5312,94.54,106.9912,402.11666666739995,432.01666666669996,0.48207720588278896,678.8000000006998,154.2,0.8148859543819084,13.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
161309,468.3185,265.85,202.46849999999995,287.78333333229995,286.0,0.5015540128378626,477.2666666654998,96.51666666679998,0.8317890028170207,5.0,52.0,2646.895390515101,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
161331,414.7134,240.7,174.0134,478.2666666673005,889.0,0.3497976498125789,1245.0666666672998,117.88333333340007,0.9135086882619762,6.0,78.0,100.0448741917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
162502,243.9967,124.0,119.99669999999998,720.1000000009001,1662.0166666667,0.3022941781471456,2188.783333333899,176.38333333350002,0.925424564865008,25.0,348.0,801.7156324403995,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
162850,514.5032000000001,255.0,259.50320000000005,556.8500000008004,621.0,0.4727681793101175,1147.5666666672994,15.183333333400002,0.9869418762989544,0.0,106.0,0.0011329651,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
162933,12.3481,0.0,12.3481,79.09999999999998,108.0,0.4227685729556387,178.18333333330006,1.9166666667,0.9893577642048862,2.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
163242,267.22199999999964,135.0,132.22199999999964,2146.283333330001,1180.0,0.6452497031217479,2375.7999999977983,35.1166666666,0.9854343092184992,17.0,133.0,15.167094230599997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163878,98.0,48.0,50.0,6422.2666666695095,294.0,0.9562256809338706,6714.0000000028085,2.2666666667,0.9996625109187596,2.0,52.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
164169,86.0,40.0,46.0,739.7999999987998,426.0,0.6345856922281364,1155.8833333321002,9.9166666667,0.9914936810201492,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
164317,52.8,35.0,17.799999999999994,1361.083333335099,1324.2,0.5068676800092619,2571.9833333354,113.09999999969999,0.9578784022843639,3.0,63.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
164497,0.2489,0.0,0.2489,39.5166666668,1.0,0.975318798848292,39.5166666668,1.0,0.975318798848292,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
164902,15.6,10.0,5.6,501.18333333380014,558.0,0.4731790215734569,1028.8666666671995,30.3166666666,0.9713773190037104,3.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
165177,15.991199999999996,0.0,15.991199999999996,115.68333333329996,95.0,0.5490863064630249,210.68333333330003,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
165211,215.0,137.0,78.0,1079.7166666658,721.0,0.5996038614253508,1700.2999999999,3.9499999999,0.9976822649259788,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166288,254.4261,126.0,128.4261,836.2333333326003,807.0,0.5088950646081749,884.6999999993002,755.5166666666,0.5393799599644642,62.0,50.0,0.0009765625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
166390,285.3501,144.5,140.8501,466.2000000000001,535.5166666673997,0.4654010615107321,987.1333333341004,14.583333333299999,0.9854416584863092,0.0,111.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
166487,275.9965,135.0,140.99649999999997,148.9499999999999,191.0,0.4381526695102219,339.9499999999999,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166887,31.55,20.0,11.549999999999995,106.95,115.0,0.4818652849740933,171.8833333333,48.71666666669999,0.7791628890902086,4.0,12.0,8.773799999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167222,24.471999999999998,0.0,24.471999999999998,63.816666666999986,69.25,0.479584168337977,104.81666666699999,19.0,0.8465473145784183,4.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
167426,427.1447,217.15,209.9947,3165.5166666722,2834.0,0.527628614527717,5832.2833333388,106.35,0.9820918393120917,7.0,102.0,15726.195888501597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167523,361.7325,205.0,156.73250000000004,432.03333333589995,143.0,0.7513187641307257,359.8333333344999,208.20000000139999,0.6334722140711356,1.0,6.0,657.5778455742,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
167683,100.0175,50.0,50.0175,89.33333333339998,5.0,0.9469964664311328,87.28333333339998,7.05,0.9252650176678974,3.0,42.0,33.2767009735,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
167808,311.7225,190.0,121.72250000000004,339.75000000029996,217.0,0.6102379883253111,434.13333333359986,120.6166666667,0.7825747333634344,7.0,16.0,6430.514623615702,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
167971,150.4982,102.0,48.4982,360.8499999987999,145.0,0.7133537609956627,503.8166666654998,2.0333333333000003,0.9959803630852924,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168133,157.0872,82.0,75.0872,509.6000000001998,1193.0,0.29930694232358745,1501.4000000001008,201.20000000009998,0.8818277927874566,6.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168619,155.99749999999997,81.0,74.99749999999995,497.89999999979983,149.0,0.7696707373627361,582.8999999996997,63.48333333340001,0.9017868653790224,5.0,52.0,3227.4020137804982,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
168705,385.93800000000016,200.0,185.93800000000007,740.9166666671007,492.0,0.6009462656304211,1173.4333333334994,56.550000000299995,0.9540237672594925,0.0,27.0,592.3183679569999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168952,5.9998,0.0,5.9998,2.5166666667,2.0,0.5571955719589875,4.5166666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
169243,157.44599999999934,107.66,49.78599999999933,886.9166666654003,1670.0,0.34686960205944894,2547.6833333320023,5.3166666667,0.9979174827000774,1.0,143.0,0.00390625,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
169249,0.9998,0.0,0.9998,7.966666666699999,2.0,0.7993311036796009,9.016666666699999,0.95,0.9046822742478104,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169438,22.4912,10.0,12.4912,676.8666666649003,45.0,0.9376616180271841,706.1666666650002,15.6999999999,0.9782508311785116,3.0,7.0,13818.862002426398,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
169839,1.75,0.0,1.75,2.1666666667,5.0,0.30232558139859383,0.7666666667,6.4,0.10697674419020012,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170124,320.7434,140.0,180.7434,63.48333333320001,217.0,0.22633549230458205,75.38333333330002,205.0999999999,0.2687622556301712,20.0,3.0,5861.882593159705,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
170423,0.0,0.0,0.0,1052.3833333356,1261.0,0.4549109169115519,2296.100000002299,16.4166666666,0.992900952065246,2.0,43.0,40.4039421082,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
170693,0.0,0.0,0.0,421.4666666674997,325.0,0.5646155220153113,738.0333333342004,8.4333333333,0.9887023309815702,3.0,28.0,2290.459197999501,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
170696,288.9609,124.97,163.99089999999995,1138.016666668399,1332.9666666668,0.4605521418602067,2421.7500000016007,40.950000000100005,0.983371908880468,0.0,43.0,1387.1091289518006,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
170950,7.45,5.0,2.45,606.7666666670996,1189.0,0.3378872533552726,1756.683333333698,38.5000000001,0.9785537224609798,1.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
171171,275.24299999999994,163.25,111.99299999999994,923.4666666656,1054.0,0.4669948081717845,1867.3999999989005,102.0666666667,0.9481754789790356,4.0,91.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
171223,151.4,90.0,61.40000000000001,905.3166666670993,442.0,0.6719405237572027,1347.3166666671,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
171992,261.4964,147.0,114.4964,785.6333333338998,653.0,0.5460969901992103,1425.3166666671998,9.733333333400001,0.9932174256413394,5.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172029,140.60420000000002,80.0,60.60420000000002,1971.7333333338024,4338.0,0.3124907550240352,6143.283333333999,159.44999999979999,0.9747014522799968,9.0,163.0,1587.3404273987992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172070,7.0,0.0,7.0,268.86666666610006,21.0,0.927552897883943,254.6166666661001,35.25,0.8783923643051901,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172696,41.7499,20.0,21.7499,129.03333333319998,351.0,0.2688007777235661,448.34999999990015,29.6833333333,0.9379053064640368,1.0,17.0,3014.9309778076035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
172950,0.0,0.0,0.0,257.1833333335,283.4,0.4757515030061736,502.5833333333001,37.6000000002,0.9303940020359971,14.0,113.0,0.0007991791,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
173125,593.9941000000001,300.0,293.9941000000001,1494.0166666657,1438.0,0.5095525832616433,2814.699999998999,114.71666666670002,0.9608397576309032,6.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173157,25.987799999999996,0.0,25.987799999999996,468.95000000069984,277.0,0.6286614384345598,720.9500000007001,23.0,0.9690839438134574,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
173272,319.2269,157.23000000000005,161.99689999999995,1619.700000001403,1851.0,0.4666781917194653,3434.4666666680964,35.2333333333,0.9898454237158008,3.0,160.0,26935.818840022348,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
173488,7.600000000000001,0.0,7.600000000000001,242.84999999979988,463.0,0.3440532691079815,676.6999999998003,29.15,0.9587022738542068,2.0,73.0,6493.874081632999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
173781,4.1388,0.53,3.6088,829.2999999983997,1051.0,0.44104664149290296,1579.5833333324015,295.26666666600005,0.8425118453922972,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
173990,62.4959,29.0,33.4959,2.7166666667,77.0,0.03407902989795773,53.7166666667,7.0,0.8847104035136509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174164,122.2988,50.0,72.2988,417.9999999990003,454.05,0.4793303136282088,830.2833333322998,40.7166666667,0.9532529659394412,4.0,71.0,6.9312591552999985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174207,0.0,0.0,0.0,171.04999999949996,535.0,0.24226329580004405,703.7999999995001,2.25,0.9968132568514956,0.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
174369,163.59999999999997,100.0,63.59999999999997,105.1999999999,200.0,0.3446920052422492,250.75000000000009,54.4499999999,0.8215923984275301,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174400,156.9997,62.0,94.9997,56.233333333100006,62.0,0.47561319424762605,97.84999999969999,20.3833333334,0.8276007893985885,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174428,0.0,0.0,0.0,0.1666666667,0.0,1.0,0.1666666667,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174518,0.0,0.0,0.0,927.8500000002997,968.0,0.4894110821004578,1732.6833333332002,163.08333333379997,0.9139749969227376,4.0,40.0,5270.637166973698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174549,413.49450000000013,200.0,213.49450000000007,1.3833333334,241.0,0.005707213092482787,1.3833333334,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174643,372.1917,206.7,165.49170000000004,12.8833333334,60.0,0.1767665218393078,8.533333333400003,64.35,0.11708209467265762,2.0,2.0,256.8108959205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174742,589.2449,284.75,304.4949000000001,449.5833333336998,1143.0,0.2822981528964029,1454.3833333336997,3.2,0.997804585215254,0.0,41.0,7.3062400819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174937,135.99729999999997,40.0,95.99729999999997,80.85000000040004,223.0,0.2660852394283153,296.75000000039995,7.1,0.9766332071746234,1.0,27.0,0.23362064359999998,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
175237,0.0,0.0,0.0,106.19999999990002,368.0,0.2239561366510384,474.19999999990006,0.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
175238,462.4945,330.0,132.49450000000002,411.5833333339,1003.0,0.2909572901328319,1208.5333333341996,138.29999999999998,0.8973146887762077,11.0,37.0,6091.1268940431055,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
175412,249.9997,145.0,104.9997,38.98333333330001,952.1,0.039334062053276365,989.9833333333004,1.0,0.998990901293328,0.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
175490,361.01199999999994,195.52,165.49200000000005,309.89999999929984,632.0,0.3290158190885765,875.2666666660002,58.35,0.9375011157326794,6.0,41.0,2242.7468967446985,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
175582,277.999,145.0,132.99900000000002,7.650000000099999,202.0,0.03648938707415384,2.0,0.0,1.0,0.0,0.0,3.8062858582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175728,122.9997,60.0,62.99969999999999,360.18333333350023,745.4333333333,0.32577596213285803,1056.4500000001003,21.2000000001,0.9803275646080859,0.0,63.0,153.9397544867,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
176220,1990.5634000000007,1045.0,945.5634000000008,1342.2333333315007,2499.7833333337007,0.3493564577627234,1992.1833333316001,1034.9999999998,0.658098011903102,132.0,136.0,58808.76910396168,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
176548,122.99629999999996,38.5,84.49629999999995,1056.800000000801,986.0833333333001,0.5173080531603553,1675.5666666673997,359.1166666666998,0.8235024287154113,10.0,138.0,1193.4002647400016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
176626,79.5003,47.0,32.5003,6.7,35.0,0.1606714628297362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
177063,2.2,0.0,2.2,34.4166666668,1.0,0.9717647058824592,28.1666666667,7.250000000099999,0.795294117645006,12.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
177125,110.44,52.44,58.0,682.5666666660002,1098.0,0.3833423816385733,1751.4333333328018,29.133333333200003,0.9836381676246078,5.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
177331,289.3263,172.32999999999996,116.99630000000002,16.283333333399998,72.21666666670002,0.18399246704385988,8.7166666667,14.566666666700002,0.3743736578385845,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177379,417.6415,205.9,211.74149999999997,30.883333333600003,109.0,0.22077922078070625,24.416666666999998,37.4833333333,0.3944534194972806,6.0,0.0,1878.4030256254007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
177422,56.498999999999995,27.0,29.499,1.6166666666999998,17.0,0.08683974933019367,1.6166666666999998,9.0,0.1522762951360996,0.0,3.0,373.5549354511998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
