"num_a","cost","call_min","data_mb","accum"
1673782,0,474.7666666662,0,0
1673906,483.5288,617.416666668,0,12144
1673909,90.3489,1762.7333333338,93.1914367675,16835
1674270,84.9989,639.9666666669,783.1442117646,170172
1675009,44.9999,533.5000000003,455.4078884112,13980
1675363,89.999,643.683333333,39.1323671342,18180
1675596,547.3544,1358.9333333335,13860.8151044533,71269
1675941,0,2774.9500000002,0,0
1675998,88.9589,609.3499999993,409.2162246733,32576
1676160,0,1466.9000000005,29.8980493546,28340
1676171,84.9999,233.2333333335,0,0
1676266,0,1138.4333333336,0,927
1676349,204.3626,611.4999999997,0,105450
1676405,72.259,494.1833333339,1502.748105041,60594
1676484,0,729.1,0,1236
1676640,24,317.0500000017,0,6360
1676791,22.1714,1041.4000000014,3.5834970474,103080
1677024,179.9999,213.8500000001,0,7638
1677159,109.9999,1098.6166666658,0,2067
1677411,188.8566,1652.6166666664,557.5773296366,45110
1677493,76.5,532.1500000001,0,7523
1677565,42.3527,852.7166666677,0,0
1677607,94.1001,854.7166666669,0,65322
1677653,92.4625,342.6166666665,0,79230
1677852,0,37.4333333335,408.1383981698,7872
1677868,5.9998,28.2999999999,0,1068
1677949,173.9973,1428.6500000003,0,14418
1678179,13.42,266.5000000005,0,13884
1678462,248.9367,1607.2500000005,127.2234792706,40949
1678721,0,21.3,0,0
1678976,119.15,1952.5166666691,0,15093
1679137,37.1427,543.2666666657,0,2310
1679169,126.8376,1383.8333333355,208.7748813621,37373
1679251,0,1090.7000000008,8508.6537256325,96616
1679331,0,129.483333333,0,0
1679564,5.4995,1029,0,1076
1680142,174.4989,899.3000000002,0,8343
1680240,11.9998,1965.7166666689,0,538
1680250,75.0102,366.2499999998,0,22278
1680285,3.2625,917.7166666675,0,35340
1680368,133.9983,779.5499999996,5155.1516237224,23455
1680547,101.1626,330.1833333332,0,31920
1680717,185.9813,452.4666666664,0,9400
1680963,353.3338,1875.3999999997,0,197823
1680985,76.4968,470.1666666676,1003.1641340303,105290
1681009,222.5264,980.8500000023,344.9330387162,34356
1681413,92.4999,933.3500000022,260.7052268976,55732
1681480,3,364.3000000005,0,1848
1681575,190,1210.4833333342,2350.6698207901,186612
1681599,94.25,296.0499999999,0,44540
1681622,86.4966,907.816666666,0,13530
1681775,5.9998,112.1833333331,0,1460
1681813,132.4988,170.6833333333,94.8938131337,2810
1681823,72.9999,3122.9499999993,0,0
1681908,0,136.766666667,0,0
1681984,2.65,76.1500000006,0,546
1682935,116.3892,742.2000000003,0,6805
1773072,485.8748,753.5000000002,444.1731653258,12156
1773114,0,0,0,0
1773164,1.0625,268.2666666665,0,45030
1773214,0,260.6500000004,0,0
1773339,128.9605,1380.2833333335,1244.5108766584,34626
1773371,511.9588,1376.1500000021,0,6384
1773494,223.6036,1861.5833333339,4577.7025060739,73502
1773535,98.4983,229.7666666663,0,2781
1773608,52.6876,154.9,0,8022
1773636,245.4989,2559.4000000017,0,3696
1773721,88.5,1126.5166666657,0,10032
1773723,114.9989,1152.5999999995,1597.7791576313,27476
1773772,0,1422.166666665,0,924
1773773,134.9989,545.2166666671,468.646681792,9199
1774003,179.9968,825.4499999997,1985.7848644311,95340
1774006,99.9989,812.9999999993,0,4325
1774106,126.4989,383.666666666,5228.568883891,80713
1774112,97.9901,945.9166666663,2744.5518407942,18990
1774115,88,1085.0833333342,0,14310
1774134,0,197.7833333332,0,309
1774183,163.0132,1080.9666666671,39.3819465636,16905
1774220,0,1109.4333333328,1.1059961318,23973
1774224,0,327.3166666664,17.5722408296,2867
1774242,400.9989,3074.8666666679,19376.6954650726,198245
1774399,174.3099,1039.7999999997,1389.5855474497,98624
1774426,131.2971,649.9833333332,16.3726720811,10750
1774479,57.4998,14.6666666666,0,1068
1774606,79.9989,2268.7333333328,0,2724
1774607,60.0528,249.716666667,55.7888660432,25110
1774627,99.4983,914.2499999997,293.3462305068,30348
1774636,165.2799,449.8666666665,0,29544
1774670,166.9989,0,0,0
1774679,81.9978,160.8,0,534
1774680,87.9999,1139.5666666667,37.3629531863,7280
1774796,0,1213.55,263.1770534519,56875
1774858,175.4973,754.2333333322,0,14952
1774891,59.5264,33.6833333331,3.5475683211,7944
1774913,0,0.95,0,0
1774918,0,1559.4666666684,0,16368
1774923,100.4978,1829.5833333349,944.5093545906,106431
1775018,0,2004.2833333343,0,618
1775033,0,1415.2166666681,0,309
1775059,122.4189,620.2333333344,467.0057535164,49530
1775154,2.1544,180.4,0,551
1775171,0,367.9166666671,0,0
1775177,125.05,250.4000000002,0,12392
1775213,700.799,661.1000000005,58.5444507603,127441
1775235,10,290.4166666671,0,0
1775246,124.4795,725.4833333333,2597.6725063245,31276
1775277,0,1485.7833333338,0,7770
1775385,78.999,747.3500000001,0,309
1775407,63.5,36.9833333333,0,2750
1775421,64.6439,67.4333333334,0.0874347687,1667
1775559,124.85,256.7666666671,0,37050
1775632,2.4997,778.4166666663,0,1854
1775685,92.9989,673.433333334,5.4414453504,29099
1775714,129.9984,379.6833333328,0,4053
1775754,0,892.5166666668,0,912
1775774,50.2999,650.6833333326,9.6602659226,5998
1775838,69.9999,114.2166666671,0,462
1775884,1.0625,640.6999999997,0,125400
1775949,0,2378.2166666676,1294.0789012908,126794
1775987,104.9989,948.516666667,0.0037059784,4101
1776043,0,440.2833333332,0,2472
1776071,120.4489,914.3666666656,126.5853109357,12394
1776164,0,2.2,0,0
1776204,119.9989,1378.8666666674,2113.3826999629,35088
1776233,47.05,965.8333333332,2698.3326024869,6288
1776294,97.2434,761.5833333329,0,2670
1776308,95.4979,200.6000000005,0,8050
1776474,47,242.8999999996,0,0
1776548,227.0046,1968.6999999997,1.6722412109,229095
1776608,111.9989,444.0333333337,46.2357234953,3185
1776629,111.9868,352.2833333335,0,7242
1776775,1.5,647.3499999986,30.7702999118,0
1776828,0,743.2166666659,0,0
1776848,50.9994,903.7666666663,1646.4107780397,88368
1776867,180.9973,2918.7666666682,0,14418
1776918,38.9,213.7999999995,2.1757326127,0
1777003,34,461.9499999979,0,9010
1777040,86.9988,113.2000000001,0,539
1777086,103.4,63.6833333335,0,6876
1777102,73.0264,233.0833333332,56.8418741231,13485
1777138,50.1244,465.0833333337,0,571
1777156,59.9989,691.7166666657,220.4541187316,63475
1777157,81.7296,1087.0833333326,0,8076
1777177,840.0215,168.0833333333,896.2059812554,41360
1777197,141.4995,639.1499999999,0,46750
1777198,0,416.6500000003,0,5148
1777224,0,1306.2499999991,0,3792
1777244,94.9989,1985.6666666652,0,10120
1777315,120.2626,600.9666666662,0,77520
1777329,0,947.3166666665,0,462
1777359,79.9989,1121.7499999998,681.9432535137,146697
1777403,0,1345.7000000005,0,32944
1777429,169.9979,323.0166666668,1530.906975758,21385
1777433,1.5,721.1833333329,0,14943
1777466,23,1494.8166666673,0,16848
1777541,202.32,2219.2500000007,0,35396
1777580,154.9989,530.1833333335,0,6134
1777581,97.9989,347.6833333337,504.8387737266,53359
1777623,135.9989,1265.7999999994,0,1330
1777633,69.2434,74.3833333335,0,3204
1777636,129.7489,997.7500000002,415.0078678132,29681
1777642,75.4989,68.6500000001,0,2280
1777651,39.9989,16.9333333333,139.9512281423,49143
1777693,209.9989,827.2166666665,43.3568429944,4437
1777694,0,879.8999999991,39.8554944992,5999
1777752,34.9999,988.166666665,0,0
1777755,8,483.2166666664,39.823530197,9044
1777758,39.5,241.8833333333,0,5323
1777762,189.3177,338.0999999999,295.6109809874,39916
1778058,212.198,270.9,0,10640
1778613,3.9,329.8500000006,0,15840
1778985,114.9979,2332.2333333346,674.3734817514,60518
1779292,127.4,1016.8166666662,0,137940
1779416,69.96,115.1166666665,0,7920
1779473,60.4986,299.0833333336,0,5169
1779512,0,1209.1833333345,0,0
1779556,299.997,755.9166666657,2064.2540941175,15322
1779560,129.9989,1929.9999999993,5091.2063121774,115079
1779570,29.9994,69.9833333328,0,2985
1779652,22,813.4500000012,0,19312
1779926,69.9999,262.166666667,0,462
1779931,109.9999,499.0166666663,59.0043678284,87507
1780051,154.7248,924.3000000004,0,11202
1780148,1.0625,761.3500000011,0,84930
1780182,120.9954,943.066666667,0,9684
1780195,34.9999,1011.0666666672,0,3129
1780252,29.0726,295.8500000004,0,0
1780604,59.9989,1358.316666668,26608.4970989211,156312
1780607,0,1333.3333333346,0,462
1780658,85.2435,238.1666666667,0,3494
1780682,229.9498,796.1499999986,0,110934
1780689,483.9966,1132.5166666675,0,1068
1781328,10,368.2833333338,0,10920
1781694,2.45,876.6333333327,0,0
1782176,17.4989,14.5166666667,0,534
1782895,92.4956,2077.6333333326,365.9001665119,45744
1782953,79.4989,906.2499999998,381.409306525,9562
1782980,211.0002,34,0,0
1783012,132.1453,2700.9666666674,834.8632411872,49950
1783128,119.9989,1546.2833333316,1567.7436656918,26570
1783187,154.4979,1354.0999999996,0.6579332352,10208
1783210,4,16.6000000001,0,1060
1783274,0,28.6833333333,0,0
1783364,94.999,181.5666666667,0,2472
1783383,91.9978,644.5999999996,0,990
1783430,89.9989,717.3000000006,0,0
1783561,39.9989,539.4500000004,779.5422315608,53236
1783588,122.75,2639.7833333342,0,17151
1783658,176.7107,643.1166666664,0,2960
1783826,24.4096,1803.6666666691,0,2300
1784080,192.6125,834.3,0,133380
1784328,38.5,723.8666666659,0,1521
1784417,176.9966,537.8499999999,0.0004577637,13118
1784695,16,756.8500000014,0,2650
1784739,59.9989,177.0999999997,4059.1350784067,37683
1784843,10,1334.2666666651,0,1644
1784877,0,0.4,0,0
1784925,163.5626,1636.816666666,0,99750
1784994,0,611.2000000006,2580.251222617,94531
1785129,1.0625,1478.0333333324,0,104310
1785145,217.9979,1789.6333333332,3290.2703094473,110221
1785225,11.4033,350.1500000006,15.773570061,72879
1785235,30,473.4166666668,156.4627761837,118775
1785269,87.4989,809.3999999996,649.4119806296,95582
1785331,90.3936,438.9333333333,2560.964051242,46758
1785440,0.2489,20.9666666667,0,0
1785454,265.3129,1582.5333333332,0,320340
1785507,199.0099,143.2666666666,9997.789423949,93670
1785515,26.499,138.5666666663,0.0210533142,2517
1785521,370.3932,2488.6666666653,336.2997055029,35418
1785546,179.8,67,0,34953
1785762,147.6604,2163.6166666662,104.5138063427,35688
1785769,311.1233,2736.2333333333,94.4194946289,225923
1785803,166.3627,805.3166666667,0,149910
1785809,78.9862,642.3000000005,0,11187
1785868,69.9999,1177.7833333318,15.2694931033,4153
1785887,404.8994,5022.5166666672,0,80808
1785975,0,625.1333333332,328.3781423525,45018
1786102,213.9937,590.083333331,89.3146162034,13284
1786188,136.2413,408.4333333337,3.9787445069,14546
1786333,94.9989,723.7499999984,237.1646242136,1847
1786540,116.9489,1021.1333333336,4010.484586709,51636
1786548,86.85,456.6166666661,0,41610
1786562,0,170.9499999997,0,0
1786766,1.0625,269.4666666668,0,54720
1786814,34.98,3070.8500000043,0,16926
1786886,161.9624,1101.2499999991,0,83790
1786972,81,228.3833333331,0,11618
1786975,126.9981,443.9166666665,855.8736858387,130254
1787130,165.374,243.2333333339,0,12757
1787272,199.3868,4,66.9865541455,836
1787347,0,172.0166666669,1418.6106424373,0
1787372,0,255.6166666666,63.300270081,2160
1787523,65.5308,1577.4333333335,261.8501663215,209055
1787541,72.2999,488.7499999993,0,3696
1787649,138.9989,714.7999999996,0,632
1787716,0,778.4666666679,1129.3777141581,35493
1787758,153.9999,374.3999999999,753.8985719666,14200
1787867,181.9975,1718.1500000024,1220.8191518797,332790
1787905,89.9989,2242.4000000009,0,1780
1788035,121.9978,2246.3000000001,0,8117
1788145,303.4923,2629.4999999998,3549.7798013792,120363
1788186,315.9992,1040.7999999993,1448.4339551968,136721
1788193,187.3045,791.8500000011,15.0516614917,77880
1788207,82.9989,1632.8000000009,0,912
1788243,125.9868,712.5333333337,253.2126436244,11797
1788344,60,0,0,0
1788487,69.9999,267.9666666665,42.7699947359,21206
1788492,0,119.9,0,0
1788564,3.9978,34.3666666667,0,1068
1788625,417.9481,1092.1333333332,2145.6368494002,88815
1788703,80.9689,475.8166666667,0,0
1788714,1.0625,890.8000000001,0,158721
1788725,112.2625,772.650000001,27.2843914044,336035
1788811,480.4997,325.4333333338,0,9540
1788879,136.9988,1379.133333333,164.1881141668,44980
1788949,101.4977,205.1000000002,0,1236
1788954,38.9977,325.5333333326,0,1078
1788958,193.5589,1186.1999999994,3082.5548028982,153306
1789105,94.2667,2647.3166666663,0,1524
1789270,21.5,90.5833333329,0,3237
1789451,346.7231,200.3666666663,1259.4031562677,20988
1789452,83.3999,1360.8333333337,0.0174703598,2305
1789495,488.9973,1527.100000002,0,160740
1789516,84.4989,652.7666666661,40.6847858429,14564
1789543,119.9989,439.4833333338,309.7560091012,41652
1789590,0,0.3833333333,0,0
1789597,25.9001,2100.8833333358,4.82773304,71369
1789661,0,562.0833333345,0,832
1789710,294.4937,1588.7000000013,3585.6434821936,87166
1789818,27.9997,138.3166666666,0,1602
1789834,8.9997,44.2499999996,0,1602
1789914,120.9957,1106.7166666664,142.3087177269,23267
1789935,1163.9965,1420.8000000005,1375.2671299003,110538
1789971,69.2488,18.1500000001,863.0942563996,26730
1790070,10,575.3500000001,0,0
1790077,4.9996,98.1833333332,0,538
1790094,111.9981,4273.716666668,0,3464
1790126,90,467.3833333328,0,309
1790221,86.9978,462.2499999999,24.5087280277,1596
1790337,39.9989,893.9333333336,0,2736
1790357,171.225,627.8833333325,0.9282817841,14806
1790366,99.2626,22.8833333333,0,2278
1790412,96.4989,1645.6999999996,210.7453889821,7182
1790494,1.0625,0,0,0
1790563,30,505.8333333329,0,3648
1790644,118.9999,445.3833333335,0,13780
1790697,169.9982,852.1166666651,144.0029373168,207040
1790896,94.9944,1257.4833333339,35.6649665834,10814
1790958,67.9999,250.9666666663,0,2310
1790997,175.9989,223.9999999998,1875.7265300744,55147
1791028,146.999,1653.0833333335,0,5340
1791083,97.4978,1174.4166666658,292.8125371934,60032
1791225,201.5499,373.8833333344,0,15343
1791231,7.68,487.0333333331,0,5082
1791273,0,1166.8499999996,0,0
1791288,91.9978,772.2333333336,0,890
1791313,0,1.3,0,0
1791314,0,15.5499999999,3.05176e-05,1703
1791334,69.9999,565.4333333335,0,2310
1791434,7,33.8333333335,0,0
1791718,1.0625,0,0,0
1791737,0,14.5500000001,0,0
1791772,0,1225.7166666667,1885.891485211,97410
1791775,89.9999,1334.6500000013,0,0
1791955,116.36,1258.3833333325,0,4665
1791972,476.4988,2018.8000000001,0,18127
1791989,0,0,293.8623743071,8030
1792034,90.499,291.1999999989,0,618
1792084,109.9625,178.7833333334,0,28500
1792443,111.9998,2606.3333333337,0,12220
1792925,166.9963,745.8166666667,1065.865849499,76781
1792959,0,1829.383333333,105.1603422161,21789
1792963,85.9,223.2999999993,0,795
1793059,84.9725,944.9333333333,0,13350
1793318,94.4945,600.1500000003,0.6746950149,11260
1793475,144.9996,556.8166666666,0,2930
1793505,0,545.6333333341,0,1644
1793697,394.993,4252.2499999985,8901.187571521,92985
1793702,95.4989,724.3666666658,0,927
1793716,112.999,239.350000001,0,309
1793743,86,176.4333333332,0,9540
1793920,0.35,41.3499999999,0,3144
1793963,0,683.1333333323,0,9576
1793990,0,31.1833333333,0,0
1793993,81.9988,357.5166666664,0,2358
1794013,0,178.0333333334,0,0
1794117,82.0089,1824.5999999981,280.0230588924,31851
1794143,0,303.8000000005,0,13104
1794189,81.9999,151.7666666668,0,0
1794268,59.9999,807.5666666664,265.6237726212,32464
1794318,255.1,831.5333333335,0,60957
1794348,47.4995,30.0000000001,0,2835
1794480,0,879.2666666671,49.1824779508,2305
1794490,125.9989,2454.5333333287,2882.7389478619,37176
1794622,274.7153,899.4499999998,329.489874841,214350
1794626,0,348.1999999999,0,2163
1794697,0,294.2166666663,0,309
1794704,8,913.1333333333,0,29252
1794794,10,15.25,0,1062
1794848,15.9992,53.3666666662,0,2152
1794911,154.9979,1085.7833333329,1007.3558883721,22712
1794984,46.2427,702.9666666674,0,571
1795084,371.722,247.5333333331,15.0900382991,265428
1795142,121,730.8000000004,0,16636
1795301,129.9989,345.4666666665,4734.4324665343,54062
1795384,131.649,424.6833333326,169.6111249922,15459
1795538,89.1626,1469.3833333352,0,177840
1795541,22.2984,233.5166666667,90.7274456028,15005
1795627,71.9988,691.6833333358,0,3773
1795637,182.7247,419.6000000001,0,13732
1795685,35,878.9333333337,221.3229017264,25482
1796094,37.5044,1011.9499999994,0.2562217712,632
1796178,0,0,0,0
1796260,73.9999,1809.2666666677,0,0
1796310,5.0044,6.5500000001,0.1101455686,525
1796352,12.55,71.8333333335,907.7090063175,0
1796436,0,1612.7166666665,412.2005777408,10308
1796507,99.229,635.3166666666,27.6220378873,1527
1796781,105.2999,669.6000000013,0,6281
1797023,0,651.4499999994,0,2280
1797073,0,0.6666666667,0,0
1797138,146.0625,1341.1000000002,0,220590
1797234,119.9577,1127.8666666662,0,7780
1797243,158.9989,2455.2666666661,0,0
1797317,78.2625,427.0000000004,0,2280
1797321,73.9988,1025.0166666672,27.2895698548,45274
1797323,1.5,33.0666666666,0,275
1797343,69.9999,422.8999999997,0,0
1797374,19.9999,142.65,0,0
1797425,89.9989,510.9333333329,583.2212972641,72958
1797461,85.4989,185.4666666667,0,4560
1797474,1.5,1334.0833333323,0,25380
1797480,135.9989,249.683333333,0,912
1797584,3.0003,1144.7333333331,0,47094
1798080,137.4959,990.0500000007,2271.1738519713,189389
1798245,84.2626,2923.0666666647,0,509580
1798270,121.8125,721.4166666665,0,74670
1798280,99.9989,227.8333333336,0,534
1798297,28.6544,1776.8833333349,3.05176e-05,3573
1798335,34.9999,566.0333333341,0,0
1798436,72.9985,994.3833333341,2.6261472702,10146
1798445,141.2489,253.7833333333,0,534
1798509,389.9989,465.3166666665,0,2960
1798779,92.2412,275.8666666668,0,3660
1798842,0,1191.3833333326,953.3305368432,34260
1798843,13.5,92.0166666661,0,2750
1798997,47.7,1214.2833333329,0,95190
1799116,81.9978,823.3166666679,0,988
1799145,127.15,306.1166666669,0,16653
1799233,95.9956,3193.2833333347,0,1602
1799240,0,476.0666666667,0,10442
1799271,0,392.8,0,5928
1799273,17.5,636.133333334,0,4795
1799281,31.5,912.899999999,0,17433
1799324,3.9996,79.3166666668,0,1076
1799604,154.0132,107.266666667,10.304738998,4227
1799612,0,1552.6999999993,893.1580600717,53176
1799635,145.4915,440.3833333335,144.4540662764,13015
1799811,0,27.8,0,0
1799844,749.4537,1862.5166666671,7.0649709706,115783
1800104,170.499,69.2166666667,3.9960947036,3648
1800148,23.9992,1226.7166666679,0,4272
1800177,0,672.6833333321,0,3234
1800186,189.9982,1045.5499999998,978.1714553856,40438
1800199,13.4625,314.4500000003,0,56430
1800213,0,1043.3499999998,419.5026016192,60125
1869576,269.9989,1078.4333333339,923.213824274,36338
1869655,37.9,84.6500000001,0,5226
1869774,8,974.4166666667,0,6006
1869777,0,52.9833333328,0.0048828125,0
1869819,4.4,8.6166666666,0,0
1869872,189.2436,1110.6166666663,5581.2267522988,63726
1869893,0,1.95,0,551
1869905,0,737.5666666664,0,127680
1869920,89.2466,1301.633333334,4.19617e-05,4402
1869925,0,1138.1666666665,153.0653591148,31120
1869961,242.9978,929.8333333336,1128.0865869498,82670
1870233,38,2553.7833333348,0,283290
1870327,4.85,816.633333333,0,58140
1870463,50.55,354.2000000001,0,41040
1870468,66.45,1098.3999999996,0,11660
1870531,1.9989,13.0166666667,0,539
1870610,83.4577,419.8666666672,0.000538826,1539
1870818,0,433.9500000003,0,411
1870884,38.05,904.366666667,871.0944976774,233351
1870941,89.999,1340.9999999993,162.063245773,21246
1870982,121.7489,2141.1833333355,92.2342548371,4360
1871275,0,426.3500000002,0,1233
1871439,39.9989,156.3333333335,0,1368
1871446,95.999,1086.4000000024,0,0
1871492,0.7544,166.3833333332,0,551
1871530,695.8478,121.3333333333,338.28125,38094
1871624,96.7987,309.5666666664,0,11400
1871631,0,578.0000000008,0,1824
1871641,1582.0947,1226.1166666678,0.0005264282,13744
1871833,186.4414,1875.8666666653,0.0022029877,12173
1871884,45,172.3000000004,28.186758041,1842
1871946,0,569.0500000004,0,908
1871953,91.0669,1137.1499999998,0.8294992447,153855
1871972,106,936.9333333325,0,74888
1871991,12.0002,777.8666666677,44.6255521776,11835
1872043,74.9999,1125.7333333337,162.8882293709,103712
1872076,1.5,65.2833333334,0,0
1872082,10.9999,1281.8333333344,0,16430
1872143,75.9957,449.2333333333,0,924
1872161,1.0625,374.3499999999,0,98610
1872184,393.9989,719.4666666657,0,0
1872206,287.2396,2151.4500000003,469.0775260943,185203
1872245,108.4983,453.1666666661,0,1068
1872312,125.9989,2105.2499999994,550.4682216653,37472
1872345,69.9999,683.4333333332,0,0
1872348,401.5989,212.2166666666,636.8291158699,228667
1872503,94.9999,3.7166666667,0,0
1872544,121.4926,1756.2166666694,2900.2529754586,52374
1872551,0,748.3833333341,0,7296
1872563,39.9989,1545.5500000005,0,2136
1872703,0,477.1666666655,0,15834
1872731,0,1233.916666667,0,924
1872790,1.4,70.4999999999,0,0
1872815,99.3499,395.3166666669,0,0
1872845,9.1,513.4333333333,0,0
1872858,8,70.9500000002,0,8022
1872906,94.9985,773.2000000003,0,1545
1872907,89.999,328.5333333335,0,0
1872918,0,1104.1333333323,703.5255680171,26284
1872948,434.9988,1788.8666666674,0,81972
1872956,181.4998,4492.9333333351,619.710339542,25216
1872977,49.5,157.3166666652,0,1925
1872997,82,634.6333333332,0,12190
1873045,129.5001,1014.8333333331,0,75810
1873067,19.6626,1008.2000000001,0,65550
1873078,50.5,1137.3333333326,0,1100
1873114,87.4989,1087.8999999989,3.8390016556,2279
1873199,0,243.516666667,698.9808759686,37518
1873202,136.2626,684.5333333336,0,129390
1873219,0,840.5666666679,0,0
1873270,538.4978,868.4500000011,0,1538
1873336,499.9988,1159.8666666681,237.5314931898,8264
1873392,0,466.2166666675,0,0
1873412,373.8588,782.9666666664,0.8099412918,70521
1873452,0,1637.7833333326,72.2346057886,9681
1873458,0,940.4666666662,47.6499013897,28677
1873508,92.6,466.8000000008,0,57570
1873510,79.9989,921.9000000014,0,12312
1873663,239.499,714.6166666667,285.666822436,19464
1873715,84.9989,32.5833333334,0,0
1873778,140.9936,1733.0666666673,3029.6659135821,114195
1873823,82.2489,869.5166666677,0,712
1873871,64.9999,1707.7666666656,291.7164535523,34868
1873877,0,970.8166666661,0,6489
1873933,74.9999,421.5833333329,0,1110
1873973,94.999,1014.7333333333,376.4650211329,125139
1874007,39.2525,280.0166666667,31.5711574555,1102
1874015,0,60.5333333328,0,0
1874088,126.4713,1013.7666666671,3.3139781952,61470
1874107,0,0,0,0
1874125,31.7987,129.2666666662,0,6942
1874139,113.9914,684.5999999999,0,2136
1874221,324.999,38.9166666667,75.48828125,45690
1874226,154.2443,680.7999999997,839.2790374741,36658
1874232,145.4978,781.2666666669,2776.7744989436,88720
1874425,410.992,1513.3166666674,1470.8454113065,43043
1874428,1.0625,1840.6333333332,0,127110
1874474,14.999,144.6499999993,892.2646865865,153057
1874484,4.7626,7.4166666667,7.7454824445,0
1874500,55.4616,2374.0500000002,1429.8922786692,72840
1874511,5.5,108.0333333327,0,1163
1874512,182.4984,1144.5000000003,274.2227420795,17393
1874749,0,693,0,1854
1874889,289.8399,739.3333333329,8605.4800195322,41488
