"num_a","cost","call_min","data_mb","accum"
1869655,104.9,275.9500000001,0,17277
1869774,788.1988,2933.1666666675,0,42201
1869777,16,115.0499999997,0.0048828125,4368
1869819,14.4,74.1333333336,0,0
1869872,606.9719,3170.4833333314,7876.8534965634,165523
1869893,0,48.4833333334,0,2755
1869905,179.5251,3254.5500000008,0,596220
1869920,209.2464,3658.900000006,4.19617e-05,4864
1869925,170.9991,3454.6666666676,404.3902244563,42797
1869961,1032.9897,2885.9166666658,3466.3630237508,231413
1870233,308.5001,7348.5833333349,0,689130
1870327,180.8002,1932.3666666665,0,161310
1870463,232.1,1008.5833333349,0,148200
1870468,285.0588,3432.6666666659,3.895907402,39554
1870531,3.9989,66.0166666668,0,1067
1870610,231.9372,1518.6500000008,0.000538826,11318
1870818,0.4994,1231.8166666685,0,822
1870884,200.4087,2780.6833333332,2888.5837383169,770029
1870941,269.997,4788.2833333338,711.1105194075,68889
1870982,367.7445,4883.1333333356,127.5634336473,15148
1871275,95.4921,1101.1666666676,0,1233
1871439,316.2258,328.6166666666,0,10980
1871446,274.5972,3230.3166666727,0,1770
1871492,6.3308,552.5166666666,0,3857
1871530,1575.838,1313.0500000003,3988.0203037277,475224
1871624,408.4993,1062.4499999987,0,28500
1871631,719.9999,1499.3333333346,0,6384
1871641,4132.9905,3343.5500000012,0.0009841919,90861
1871833,368.1689,4875.2166666653,0.0022029877,23038
1871884,234.998,611.9166666669,194.7729234687,60369
1871946,726.259,1751.8999999997,0,7124
1871953,363.0095,3661.5999999984,58.0558195114,549255
1871972,304.4995,2625.099999999,0,232760
1871991,702.9992,2069.9333333343,281.4382810599,48696
1872043,433.2635,3661.2333333343,543.2369241714,139703
1872076,3,363.2666666672,0,275
1872082,10.9999,3497.950000001,0,47700
1872143,177.6871,1325.7166666669,0,2310
1872161,189.1777,1075.033333332,0,260490
1872184,475.9987,2311.6999999985,0,924
1872206,1159.3696,7677.5499999985,3983.8682470339,739378
1872245,291.4942,1903.8333333313,0,1068
1872312,1074.497,6127.5833333332,1855.4853277215,96847
1872345,243.9988,2116.083333333,0.0011005402,11129
1872348,565.5967,700.7166666669,1014.411836624,230731
1872503,94.9999,3.7166666667,0,0
1872544,514.1639,4304.5666666705,12027.281449247,137514
1872551,0,2777.7833333345,0,10032
1872563,279.9967,4798.0666666671,0,5696
1872703,27.0088,1637.0999999988,8.5807819367,51746
1872731,484.4988,4767.4666666672,0,28140
1872790,4.1999,221.8000000004,0,0
1872815,283.1499,1141.5166666658,0,0
1872845,21.35,1740.7333333335,0,0
1872858,190.4001,317.3500000004,23.3987884519,30497
1872906,255.4934,2157.9500000015,0,3933
1872907,269.997,783.2499999997,0,0
1872918,613.9983,4077.3833333311,3136.3243427288,61280
1872948,602.6238,4846.2500000029,0,325362
