"num_a","cost","call_min","data_mb","accum"
1667693,384.5001,58,0,0
1667905,0,427.6166666669,0,14196
1667959,78.3389,549.3666666666,30.2792119984,2733
1668572,74.9999,493.316666668,292.2560615504,33198
1669037,79.9989,399.5000000002,0.0248851776,1823
1669096,4,88.0333333338,0,1056
1669169,16.9982,811.1000000001,0,1854
1669292,0,2428.7166666659,18.3179922103,38493
1670316,86.9978,799.4333333319,1427.2524709717,50589
1670688,104.9999,202.2999999992,0,2310
1672089,132.2,198.8499999997,0,30780
1672115,20.3626,689.5499999999,0,153900
1672172,7.5,355.3333333328,0,1650
1672453,0,1931.1999999997,0,0
1672669,173.9342,640.416666667,0,10680
1673215,31.94,1455.2666666665,0,17901
1673350,92.999,89.7833333333,0,3090
1673572,94.999,198.0833333329,0,2163
1673782,0,502.066666667,0,2724
1673906,3.99,725.300000001,0,14870
1673909,147.3689,1838.5666666666,60.1732234959,0
1674270,107.4957,1486.8833333332,456.2225065234,0
1675009,59.9999,811.6666666661,822.3649387363,57146
1675363,89.999,359.2166666663,0,0
1675596,338.9947,1853.1666666669,9085.2864408502,129336
1675941,0,2855.6999999997,0,16380
1675998,132.2993,935.0333333339,435.7713499053,25659
1676160,0,1211.066666667,44.0804767607,91340
1676171,109.9985,244.6333333333,0,2670
1676266,0.9999,1383.6166666667,0,1545
1676349,1.0625,276.8833333337,0,46170
1676405,66.7488,576.3499999998,627.6534786191,106692
1676484,0,453.1666666668,0,618
1676640,10,563.6166666668,0,2650
1676791,121.0625,952.8666666672,0,92910
1677024,212.0005,239.6333333327,0,5880
1677159,89.9989,1322.4833333338,0,0
1677411,96.4989,1728.8666666674,510.2076730699,0
1677493,17,198.5333333332,0,3710
1677565,55.0546,1158.7999999999,0,1142
1677607,3.7,676.8166666668,0,75636
1677653,95.7713,400.0166666661,0.4329509735,79140
1677852,0,47.7166666666,1688.76621532,14196
1677868,47.0991,61.7833333336,0,4806
1677949,142.9984,592.1833333327,0,9612
1678179,4.08,316.0166666667,0,12402
1678462,249.9968,1507.7499999992,210.5269813538,58916
1678721,0,14.6166666665,2715.0588531538,0
1678976,215.05,3350.6333333328,0,11932
1679137,82.9999,387.6833333339,0,1848
1679169,128.9939,2148.3666666674,603.7863073409,13916
1679251,0,699.1666666666,12392.8434714754,92573
1679331,50,40.4333333332,0,0
1679564,51.9988,1224.0833333311,0,3228
1680142,92.9989,654.7833333335,0,1770
1680240,3.9996,1829.9166666684,0,1076
1680250,104.0009,402.1499999997,0,23124
1680285,135.0625,991.4833333327,0,36480
1680368,176.4864,1305.6499999978,6893.9683866549,27142
1680428,720,1240.8833333328,0,0
1680547,118.7626,203.9666666666,0,21660
1680717,0,0,0,0
1680963,116.7,1492.1666666673,0,237556
1680985,0,0,0,0
1681009,86.5002,832.6333333344,0,42864
1681413,63.9989,950.2666666673,88.6189355847,0
1681480,19.9999,379.6000000003,6.4083986282,2767
1681575,209.9959,1012.3499999988,2523.1856708621,270766
1681599,0,3.6333333333,0,0
1681622,80.4999,755.0333333338,0,3876
1681775,44.999,32.9999999999,0,0
1681813,91.9989,444.6666666673,111.7437219612,0
1681823,74.9999,3092.9666666663,0,0
1681908,3,393.7833333323,0,275
1681984,14,126.183333333,0,3822
1682935,98.9939,873.4333333348,0,0
1773072,0.6857,670.7666666664,23.3455495834,3461
1773114,94.9989,0,0,0
1773164,124.2625,115.9999999997,0,20520
1773214,0.35,248.8833333332,0,0
1773339,162.2393,1764.5833333342,438.5476226831,34632
1773371,73.4064,2244.8333333332,45.7774715419,22530
1773494,200.9647,1757.4833333325,2517.6520681416,89230
1773535,92.599,112.7999999998,0,309
1773608,12,8.8166666667,0,808
1773636,45.9977,2242.6833333323,0,0
1773721,80.5,711.6999999993,0,7920
1773723,127.5289,1103.4333333317,2022.9099082971,30128
1773772,140.9966,1702.4666666683,0,1617
1773773,91.4987,709.9666666662,494.1174993481,11853
1774003,113.9989,1047.5333333334,5197.2325916585,163465
1774006,283.6478,919.95,0,9632
1774106,163.1367,556.2999999999,1821.168137552,99176
1774112,119.9989,841.9166666662,4625.4406642964,7980
1774115,106.4999,1423.5333333318,0,14310
1774134,8.9997,135.8499999997,0,1602
1774183,186.0264,895.6833333327,17.0364017487,22560
1774220,0,983.3666666673,0.9674196246,19998
1774224,0,187.3333333338,606.4661703093,0
1774242,580.2189,2610.6999999995,11722.2052936602,173436
1774399,250.3001,1007.0333333339,1909.7623624867,43320
1774479,82.4993,26.5,0,3519
1774606,79.9989,2018.2833333343,0,0
1774627,114.4989,915.3333333346,185.5747547157,48345
1774636,263,575.2666666666,0,18966
1774670,108.9989,0,0,0
1774679,3.9978,107.9833333334,0,2136
1774680,84.9984,1366.4333333325,105.0520772929,23286
1774796,80.4585,1283.7500000002,158.8154335017,0
1774858,90.4989,680.0666666668,0,0
1774891,263.0351,11.6000000001,70.6434640877,5292
1774913,0,0.8166666667,0,0
1774918,0,2093.2166666659,0,15312
1774923,161.4976,1399.533333334,806.9862194065,73713
1775018,0,1966.9666666662,0,309
1775033,0,1793.4000000012,0,927
1775059,380.4949,560.0166666667,351.4892539985,79148
1775154,22.1,175.1499999992,0,0
1775171,2.8,359.1833333337,0,0
1775177,125.7499,202.1499999998,0,13246
1775213,42.7045,863.4333333345,0.0199680328,172175
1775235,0,475.8999999983,0,0
1775246,127.7157,1502.5166666668,3396.9103279099,56935
1775277,19.9999,1509.1000000005,0.0609760284,4067
1775385,126.219,2160.3500000009,0,5562
1775407,21,59.8666666667,0,6050
1775421,48.0344,397.2666666673,65.3608131408,525
1775559,53.25,595.9333333333,0,59850
1775632,6.3789,966.3999999992,0,1236
1775685,98.4989,790.9000000006,2.7819280624,17216
1775714,89.999,328.7500000013,0,5121
1775754,0,639.5833333327,0.0941257477,2732
1775774,149.8633,788.4000000003,28.1192350384,13104
1775838,34.9999,142.4499999997,0,1848
1775884,143.1625,917.3666666659,0,169290
1775949,362.9963,3401.7333333335,528.426166536,0
1775987,57,757.2166666664,0,7566
1776043,0,379.9333333332,0,1854
1776071,121.9989,1083.3333333327,0,1335
1776164,3.5,2.4333333333,0,0
1776204,119.9989,1277.5166666667,3798.7772092819,80213
1776233,32.8299,1864.7499999994,0,2096
1776294,5.9967,539.233333333,0,1602
1776308,79.4981,200.2499999997,0,8954
1776474,0,341.0500000011,0,0
1776548,162.27,2129.383333334,0,306660
1776608,120.9989,637.6833333346,154.592666626,9555
1776629,79.9989,282.4833333334,0,0
1776775,11.75,528.8166666662,105.5351657863,0
1776828,50,871.3333333342,0,0
1776848,763.9949,1118.1500000002,272.4796514507,265
1776867,196.9995,1665.5666666663,0,2538
1776918,39.25,215.0999999999,2.9155569075,0
1777003,25.5,241.0499999994,0,6360
1777040,82.4999,83.2666666665,0.1962871552,923
1777086,75,13.1666666666,0,1719
1777102,5.0044,226.2500000006,0.488330841,7077
1777138,47.9862,477.5499999995,0,571
1777156,59.9989,560.4166666671,2464.3823308946,86515
1777157,54.9999,1199.0499999991,0,5544
1777177,59.9989,336.983333333,1980.8248386402,73544
1777197,77.4999,629.216666667,0,48400
1777198,0,163.5333333334,0,12138
1777224,0,1433.6833333335,0,5056
1777244,161.5709,1555.750000001,0,3220
1777315,101.9627,539.6000000002,0,72960
1777329,31.6626,1462.4833333327,0,89388
1777359,94.9979,1382.3666666655,1524.0390214961,10512
1777403,15.5004,1365.5499999983,0,41180
1777433,0,895.4166666668,0,13780
1777466,31,1251.3666666675,0,17316
1777541,107,1829.0000000004,0,18733
1777580,45.4983,538.2833333331,0,0
1777581,99.4982,645.5666666662,0,5085
1777623,46.9999,1489.5499999985,0,3696
1777633,6.0001,3,0,0
1777636,119.9989,1475.7499999996,1761.5538806922,22050
1777642,100.2423,123.6666666669,0,4494
1777651,89.9989,25.9333333333,13.0101022719,55510
1777693,0,1042.0833333341,58.7106304169,3888
1777694,255.9962,575.1166666665,3.6189775467,1845
1777752,34.9999,396.316666667,0,0
1777755,5.9997,502.2500000017,88.9889707563,16172
1777762,110.7488,286.133333333,375.5697040556,0
1778058,119.4976,887.0833333318,0,12816
1778613,29.6,152.4666666666,0.001953125,8448
1778985,56.6099,1667.5499999981,876.3884954438,93285
1779292,0,641.8166666681,0,62130
1779416,14.05,32.4333333332,0,1584
1779473,192.4973,229.8333333345,0,7750
1779512,0,980.4999999996,0,0
1779556,100,743.0666666671,1605.2395753911,28598
1779560,126.4989,2130.6000000004,2367.9514875417,205594
1779570,38.9984,199.3333333336,0,3834
1779652,52.5001,786.750000001,0,14200
1779926,74.9999,378.3833333334,0,1569
1779931,94.9989,387.85,52.383434296,0
1780051,82.2467,1170.8333333331,0,4260
1780148,1.0625,605.5999999996,0,67830
1780182,87.9972,1369.6666666677,0,7532
1780195,88.9977,1078.9666666681,0,15307
1780252,85.3625,283.6833333341,0.0046930313,10692
1780604,119.9989,6427.9000000059,21957.6073331827,176314
1780607,0,1539.7999999987,0,462
1780658,32.999,227.9166666664,151.3171472551,8514
1780682,177.7999,948.7333333343,0,139080
1780689,148.2288,988.050000002,0,6942
1781328,7.5,735.016666666,0,16731
1781694,0,1013.2166666647,0,0
1782176,30.499,80.9000000001,3.05176e-05,353
1782895,131.958,1406.6000000011,69.198397636,16461
1782953,44.9989,841.9333333346,254.5521535883,30812
1782980,92.9988,341.416666666,0,7476
1783012,461.4926,3522.6666666657,845.8212728545,128249
1783128,142.9989,2003.4166666665,1029.0997428884,28896
1783187,56.497,566.0666666671,13.4272336958,11949
1783210,50,44.5500000004,0,2223
1783274,0,70.8666666667,0.0001411438,0
1783364,94.999,79.2833333334,0,309
1783383,49.9945,677.1499999993,0,2670
1783430,111.2497,860.7333333334,0,1602
1783561,617.026,1158.2999999996,291.2713794724,165546
1783588,197.7803,2233.1666666655,0.0976982117,14088
1783658,72.7381,280.0499999996,0,7770
1783826,131,1665.3999999986,0,1380
1784080,190.4626,898.0833333334,0,161880
1784328,41,538.1333333326,0,2028
1784417,89.9989,833.7166666665,0,0
1784695,43.5,912.2166666658,0,4240
1784739,91.4993,250.4500000002,0.0713310242,3393
1784843,12,1576.2666666679,0,556
1784877,4,4,0,1092
1784925,1.0625,1606.3666666673,0,96900
1784994,0,916.2333333327,1430.5422611203,301286
1785129,6.0669,1552.250000001,0.1392688751,125355
1785145,190.6989,1750.849999999,450.9625997536,75252
1785225,4.0625,423.7166666671,0,99180
1785235,0,512.7833333327,0,2736
1785269,77.9989,319.8833333342,683.5425701158,69616
1785331,145.7392,1043.9500000001,5.1906814577,16504
1785440,1.5,212.0500000005,0,2200
1785454,185.1126,1702.6833333333,0,364230
1785507,210.9986,125.683333333,1440.7229394815,40257
1785515,90.4961,317.7999999994,0.0029296875,9684
1785521,176.4793,3121.533333333,44.9595432282,265
1785546,12,14.9833333337,0,7449
1785762,175.9999,2416.0499999996,0.7007684707,18045
1785769,142.5066,3235.733333331,144.3866891858,354090
1785803,46.0627,876.0666666669,0,145920
1785809,34.9999,620.4833333326,0,1848
1785868,109.4983,847.2999999996,5.1923789979,0
1785887,240.3497,2686.883333332,0,42237
1785975,0,833.45,669.5012693362,292644
1786102,237.9934,720.0166666655,76.795683861,18344
1786188,37.9998,571.416666667,2.7759304047,7391
1786333,125.4945,1114.4333333329,248.1511154183,265
1786540,214.9999,1130.5333333337,1628.2165126837,39535
1786548,93.5,582.5833333341,0,54150
1786562,0,36.6333333331,0,0
1786766,141.7128,533.4833333333,0,116850
1786814,8.4,3099.866666663,0,17901
1786886,11.3626,673.516666666,0,57000
1786972,51,274.0000000004,0,3961
1786975,59.9989,585.5666666667,1149.1302967051,183420
1787130,19.9978,247.0166666663,0.3556337356,5882
1787272,195,425.3500000001,118.3611011503,47844
1787347,3.5,258.7833333334,0,0
1787372,0,155.8000000002,152.4383516308,2160
1787523,138.0625,1474.816666667,47.0149898522,162210
1787541,50.3688,464.0666666661,0,1925
1787649,139.9989,480.8333333332,0,0
1787716,0,1349.4999999989,1131.7327661546,37315
1787758,443.4885,419.8000000001,224.9808778761,25220
1787867,320.9966,1260.8833333315,636.7285385123,218605
1787905,79.9999,1067.833333333,0,812
1788035,131.9978,1970.2166666681,0,9663
1788145,377.4914,1793.2500000005,3464.140960736,139649
1788186,263.9985,1955.666666668,1616.4551849348,150852
1788193,3.5,631.5333333319,0,61311
1788207,83.0489,2142.7333333327,0,3726
1788243,135.4971,112.3833333333,40.6734609606,0
1788344,8,148.9166666674,0,0
1788487,0,175.8833333331,0.3271484375,0
1788492,46,54.0666666668,0,0
1788564,1.9989,296.0500000006,0,1446
1788625,106.9946,881.5333333338,627.9978666316,265
1788703,66.5089,0,0,0
1788714,150.2625,884.7499999998,0,123768
1788725,92.3625,714.0999999997,0.0532302858,152288
1788879,136.9988,514.3500000011,40.2318277358,37565
1788949,94.999,232.8833333333,0,2781
1788954,27.9846,364.8166666664,0,7546
1788958,302.7394,1219.5333333346,4420.0494928368,133681
1789105,108.2225,3174.6166666672,0,158813
1789264,0,13.6666666666,0,0
1789270,77.05,144.9,0,17316
1789451,560.9227,938.0333333317,10451.0005244373,77362
1789452,168.3975,2985.3666666664,0,13350
1789495,127.0827,1920.7666666672,0,258780
1789516,91.9983,616.7833333332,55.6224937439,0
1789543,170.4845,621.1500000001,470.7838315912,4432
1789590,7.5,61.35,0,3575
1789597,116.3625,2252.4666666661,0,82650
1789661,2.2,533.0833333346,0,4560
1789710,171.9982,2566.3166666666,1126.3290929807,141926
1789818,0,25.0333333335,0,0
1789834,23.4998,82.3000000005,0,842
1789914,84.9989,397.6166666667,1.0606250763,1821
1789935,593,1414.9166666665,3458.3141231603,67961
1789971,59.9999,23.9999999999,684.6065473519,29477
1790070,3,598.950000001,0,0
1790077,5.9994,83.9666666668,0,1614
1790094,95.4983,3306.2499999985,0,0
1790126,105.9988,409.6666666667,0,1068
1790221,87.4978,969.6499999989,142.9095335003,91538
1790337,81.6994,1091.5833333341,0,227430
1790357,59.9871,351.75,0.5813407898,6239
1790366,121.0626,118.9,0,18280
1790412,116.4989,2182.6000000007,26.9742822642,0
1790494,96.8625,775.9333333339,0,115140
1790563,380.499,1087.6833333327,0,0
1790617,177.9998,696.2333333326,11845.4256982741,166234
1790644,67.39,117.2666666666,0,7950
1790697,89.9989,987.7333333336,191.3084640555,641552
1790896,74.9999,1521.116666667,48.9594268806,61321
1790958,103.4989,204.0166666669,0,1460
1790997,169.9989,249.5000000002,512.804371833,39918
1791028,90.4983,959.85,0,0
1791083,29.9999,1798.5833333334,805.5618038151,108940
1791225,107,401.6166666659,0,16923
1791231,412.7391,506.4166666658,0,6930
1791273,0,391.5666666666,0,0
1791288,82.4989,864.8833333342,0,0
1791313,0,2.2333333333,0,0
1791314,0,13.75,0,786
1791334,77.9999,632.3499999996,0,924
1791434,55.9991,107.3666666666,0.6391944885,0
1791718,1.0625,0.3333333333,0,0
1791737,84.999,15.5666666667,0,0
1791772,0,1473.6833333328,2131.3641090353,25236
1791775,95.9977,1427.0500000002,0,1540
1791955,63.99,1125.6500000004,0,2750
1791972,1.5,1631.5999999997,0,16411
1791989,54.9996,38.4666666667,64.6655359267,4927
1792034,77.499,197.9999999997,0,0
1792084,136.9227,311.4499999998,0,63840
1792443,10,2412.5833333326,0,12713
1792925,115.9987,230.6499999996,501.4983253429,31082
1792959,264.5001,1130.716666668,0,11131
1792963,94.4,219.6166666661,0,6038
1793059,111.462,1060.6666666662,0,10146
1793318,66.9999,195.5666666668,3.6371030807,7540
1793475,45.4983,620.6666666668,0,0
1793505,0,410.0833333325,0,0
1793697,136.4971,4633.766666666,988.2438201863,41118
1793702,91.1264,637.6666666673,0,1545
1793716,89.9985,188.1999999996,0,8401
1793743,32,103.2999999999,0,3180
1793920,1.75,127.4333333335,0,1834
1793963,0,478.216666667,0,8664
1793990,0,12.6333333333,0,0
1793993,68.9999,268.6499999997,0,1524
1794013,0,210.8333333334,0,0
1794117,39.9989,2875.533333333,930.8099126822,33671
1794143,0,375.7999999994,0,14196
1794189,59.9999,1014.6833333333,0.0307722092,1776
1794268,59.9999,413.4666666662,140.3135452275,8190
1794318,166.9,291.6166666666,0,16185
1794348,14.9995,87.4,0,3145
1794480,35.7467,676.2833333337,132.9033412946,9226
1794490,112.2489,1702.8333333328,3119.6537141916,18362
1794622,94.8625,1044.099999999,0,229710
1794626,0,280.733333333,0.0175733566,2466
1794697,0,317.8333333337,0,927
1794704,0.5001,770.283333336,0,20448
1794794,0,7.3166666666,0,0
1794911,79.9999,795.6833333327,605.4858770451,21652
1794984,43.6794,799.6500000011,0,1142
1795084,150.4987,246.9000000003,22.4486150735,814143
1795142,131.15,603.6333333338,0,16312
1795301,119.9989,1038.6499999995,3559.7777519229,58099
1795384,9.75,36.2833333337,0,0
1795538,93.2625,1210.3833333337,0,146490
1795541,39.2808,314.166666666,69.4043283463,8200
1795627,164.9984,580.0499999996,0,7191
1795637,112.4999,447.9166666667,0,0
1795685,26.9975,858.3499999992,285.0908851623,1820
1796094,101.5176,1159.8166666662,28.8786106108,2219
1796178,44.9989,135.45,0,0
1796260,261.8392,1589.0333333346,0,14952
1796310,0,0,0,0
1796352,25.65,155.9166666667,859.3008394176,0
1796436,103.7289,2647.333333332,697.8903617818,26796
1796507,50.9979,575.3666666671,284.8763523082,5460
1796781,57.2,603.7666666665,0,2855
1797023,0,703.0499999993,0,3192
1797138,4.0625,1355.7666666663,0,228570
1797234,182.2465,1888.7,0,13725
1797243,227,1162.1500000004,0,0
1797317,100.1625,428.6333333352,0,2850
1797321,49.7317,1513.2499999999,5.3256044387,18611
1797323,4.5,224.7833333328,0,1100
1797343,69.9999,403.1833333334,0,924
1797374,2.2478,246.45,0,539
1797425,29.9999,823.4666666658,516.9690923693,35416
1797461,89.9989,219.3666666668,0,4104
1797474,6,1294.3166666676,0,29892
1797480,256.7718,345.0333333324,0,1068
1797584,19.5003,696.766666666,0,32148
1798080,189.9989,1147.0333333321,4326.1557464517,298862
1798245,170.7672,2343.7833333339,0.0004005432,429165
1798270,38.1851,1330.7666666669,0,149340
1798280,20.0001,10,0,0
1798297,58.0044,1412.8499999992,3.05176e-05,1545
1798335,114.9999,867.8000000007,0.0017147064,922
1798436,144.9989,555.05,19.4149484635,0
1798445,153.1621,102.85,0,316
1798509,93.4971,503.7666666668,0,0
1798779,89.9989,367.4666666669,0,1368
1798842,8,758.5499999992,803.2075042731,33904
1798843,62,112.3833333334,0,2475
1798997,29,0,0,0
1799116,169.9769,433.1666666664,0,10680
1799145,163.5,326.9666666672,0,19780
1799233,39.9989,1865.9333333342,0,0
1799240,0,513.1499999992,0,8626
1799271,719.999,265.9666666673,4.7954263687,3574
1799273,59,404.0833333335,0,3168
1799281,89.0044,519.9166666678,3.8147e-05,10359
1799324,1,73.2666666673,0,538
1799604,43.5,23.0666666667,0,3062
1799612,0,990.6999999994,395.0258102415,0
1799635,272.7725,823.8333333327,198.5148220049,22214
1799811,0,11.8333333334,0,0
1799844,54.9187,1588.0333333331,0,6084
1800104,261.4992,111.9166666666,43.8861618042,9102
1800148,46.9996,1517.7833333335,0,2136
1800177,0,374.383333333,0,0
1800186,141.1978,1427.4166666657,61.2516918182,18626
1800199,13.0625,300.3000000007,0,57570
1800213,0,826.5333333354,278.8669385917,0
1869576,165.3789,3013.616666668,2667.9719514857,123190
1869655,44,140.3000000001,0,9867
1869774,185.9,1016.2833333333,0,18784
1869777,8,42.8833333334,0,2184
1869819,0,60.2333333336,0,0
1869872,205.2447,1301.8166666664,721.8201675384,47453
1869893,0,46.5333333334,0,2204
1869905,165.8625,1370.566666667,0,246240
1869920,34.9999,1153.2333333353,0,0
1869925,90,1309.5333333344,5.7608823777,1325
1869961,339.9988,1264.2166666661,1326.3176059688,54603
1870233,85,1359.1666666686,0,146490
1870327,7.2001,469.1000000011,0,49590
1870463,3.5,234.0000000005,0,42180
1870468,121.6088,1189.0333333333,3.895907402,14644
1870531,2,11.85,0,528
1870610,52.2428,352.2000000002,0,1540
1870818,0.4994,334.8500000008,0,0
1870884,68.8044,941.8499999998,648.8281936663,247862
1870941,89.999,1642.1166666665,277.5898103715,26094
1870982,119.9989,1546.3333333333,0,3512
1871275,50,359.4333333339,0,0
1871439,121.9978,29.4166666666,0,534
1871446,83.5992,1016.5666666683,0,1461
1871492,0.35,171.7833333333,0,0
1871530,116.9989,544.8833333336,2135.6449499206,154001
1871624,216.4005,414.6833333334,0,4560
1871631,719.9999,442.6166666669,0,2736
1871641,1913.8986,807.7666666673,0,62248
1871833,121.7286,922.1666666667,0,4125
1871884,94.999,273.9333333333,119.5654306408,3066
1871946,726.259,673.6166666659,0,4400
1871953,95.6669,1100.7166666659,0.8898687363,180645
1871972,104.2996,814.5166666673,0,65274
1871991,35,751.2833333342,55.9836702346,4552
1872043,90.7689,1193.200000001,191.637678146,0
1872076,1.5,184.5166666672,0,275
1872082,0,888.3833333346,0,14840
1872143,48.6915,675.3499999999,0,462
1872161,10.6627,366.1666666654,0,79800
1872184,46.9999,815.933333333,0,462
1872206,242.0021,3082.1333333312,103.3523664472,278895
1872245,90.4989,871.1499999988,0,0
1872312,179.9989,2427.7000000003,741.1637878417,30794
1872345,101.999,523.9499999996,0.0011005402,6509
1872348,86.4985,149.6666666671,104.3415231704,0
1872503,0,0,0,0
1872544,212.6735,1247.5666666663,4407.9006070914,62136
1872551,0,797.9833333335,0,0
1872563,119.9989,1652.3666666659,0,356
1872703,25.5088,709.7666666667,8.5807819367,18479
1872731,0,2388.9999999993,0,16380
1872790,0.35,58.0666666669,0,0
1872815,99,331.7666666666,0,0
1872845,3.15,721.2666666666,0,0
1872858,0,0,0,0
1872906,47.4992,457.7666666672,0,618
1872907,89.999,154.4666666666,0,0
1872918,125.9996,1620.8999999986,1176.7846717816,13642
1872948,39.9625,1473.0666666675,0,115710
1872956,283.9942,3730.2166666678,23.6801433564,17228
1872977,59,127.4000000001,0,1100
1872997,128,1018.3666666676,0,14840
1873045,87.2,1130.8166666666,0,72960
1873067,218.6625,713.250000001,0,67260
1873078,0,1449.6666666666,0,0
1873114,87.4988,1274.5666666683,0,1368
1873199,0,221.1833333335,0,0
1873202,143.7626,652.5333333332,0,129960
1873219,1.4,903.3166666671,0,0
1873270,108.994,816.6666666662,0,16140
1873336,2,712.9166666664,0,15834
1873392,5.9999,433.3000000004,0,0
1873412,308.2044,895.666666667,0.0005369186,52245
1873452,508.9976,3158.5333333326,13.6859855652,4137
1873458,770.9966,717.2666666669,0,0
1873508,94.4044,272.0166666668,0.3987703323,51255
1873510,132.9996,1135.0499999996,0,8376
1873663,557.7994,382.4000000002,102.7064819347,13972
1873715,326.9285,86.9833333337,693.6276464434,25642
1873778,159.9989,1788.5000000011,2238.546950346,103661
1873782,145.0044,561.1166666666,12.1095829012,16429
1873823,85.4988,593.3166666681,0,0
1873871,101.9988,1515.6333333332,274.8644800188,75559
1873877,44.999,1187.833333333,0,5871
1873933,80.9999,530.2666666671,0,0
1873973,110.4979,935.3833333328,272.7323637004,114237
1874007,0,332.2999999998,84.1189260483,0
1874015,0,38.0000000003,0,0
1874088,87.9625,879.4166666669,0.0087890625,59280
1874107,0,0,0,0
1874125,0,216.483333333,0,309
1874139,92.9989,1327.1666666653,0,0
1874221,288.4992,1102.8500000004,261.1778287892,94281
1874226,139.2475,557.0666666667,1020.292304041,38722
1874232,141.9985,341.7833333332,428.8226213418,51405
1874425,98.4944,1917.8500000002,453.5186719897,0
1874428,137.5625,1815.0666666659,0,142500
1874474,64.999,849.6999999982,498.7114486712,132156
1874484,1.0625,0.8500000001,0,0
1874500,0.9958,2003.1166666658,1009.7299146683,126080
1874511,44.5044,109.1500000004,15.8645105359,3812
1874512,89.9989,951.3833333326,121.0683097829,0
1874749,0,472.0000000001,47.175662041,303
1874889,181.7394,757.8333333327,2649.8050708809,39449
1874936,3.995,694.7333333326,0,0
1874964,99.995,463.2166666656,0,13450
1875032,109.65,432.55,0,12381
1875289,34.9999,139.0333333335,259.90783692,2769
1875299,12.3498,134.4833333335,0,0
1875310,119.9989,19.1333333333,0,1708
1875354,79,260.083333333,0,10374
