hash_number_A,cost,cost_refill,expense,income_minutes,outcome_minutes,income_ratio,voda_minutes,nonvoda_minutes,voda_ratio,nonvoda_sms,voda_sms,inet_mb
184978,68.96369999999999,50.0,18.96369999999999,110.31666666619999,276.0,0.2855602053574354,285.883333333,100.4333333332,0.7400232969498564,1.0,15.0,222.55491542890002
185136,410.4934,224.5,185.9934,475.43333333449954,1365.0,0.2583268433163557,1761.4166666669994,79.01666666750002,0.9570662706242461,2.0,82.0,0.0
185596,37.2601,19.0,18.2601,2262.0666666672005,2073.2333333333,0.5217785774149285,4151.9500000007,182.33333333320007,0.9579322994574628,0.0,20.0,0.0178203582
186090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9897623061
186269,327.329,165.01999999999998,162.30900000000003,462.0833333330001,1080.0,0.2996487435826641,1500.3333333326982,34.2833333337,0.9776600019546428,5.0,115.0,0.7627954483
187470,448.58919999999995,230.35,218.23919999999995,992.8333333317994,1269.0,0.43895070370605227,2063.7833333322,194.09999999960007,0.9140345308660477,13.0,30.0,1592.6551275316003
187518,112.44990000000003,40.0,72.44990000000003,2526.6833333381987,3840.0,0.39686021764387025,6071.116666672601,295.5666666655999,0.9535760377592666,4.0,47.0,0.0
187717,88.999,40.0,48.998999999999995,603.6333333326994,1228.0,0.32956013758188957,1827.2999999992999,0.0,1.0,0.0,99.0,36.587221146
188254,188.0,90.0,98.0,265.2166666666,194.0,0.5775414655390815,447.1333333331999,12.083333333399999,0.9736870758173664,0.0,10.0,0.0
188773,152.0,75.0,77.0,777.3499999996999,1118.0,0.4101353312052249,1895.3166666663992,0.033333333300000004,0.9999824130987416,0.0,92.0,0.0
188943,51.5,30.5,21.0,69.2999999994,17.0,0.8030127462326977,70.26666666599999,8.983333333400001,0.8866456361707507,2.0,0.0,0.0
188951,359.9967,180.0,179.99669999999998,334.81666666640007,505.0,0.3986782829583913,789.5999999996999,36.21666666669999,0.9561444226926336,16.0,18.0,5119.474124910999
189015,394.7688,225.75,169.0188,802.4166666669001,1487.0,0.35048957157943506,2270.7833333336002,18.6166666666,0.9918683206662888,2.0,98.0,19242.044507984283
189346,158.8002,85.0,73.80019999999999,697.4666666663002,1150.0,0.3775259815241259,1810.6166666663003,36.85,0.9800537673210122,4.0,86.0,0.0
189446,190.1974,90.0,100.19739999999999,292.48333333339997,152.0,0.6580299223818429,428.19999999999993,16.2833333334,0.9633657055006243,4.0,117.0,0.0
189509,4.75,4.0,0.75,27.6333333334,1.0,0.9650756693830848,28.6333333334,0.0,1.0,0.0,4.0,0.0
189649,296.9966,150.0,146.9966,2350.299999999401,2140.0,0.5234171436206299,4470.4833333327,18.7833333334,0.9958159461827316,0.0,80.0,0.0
190047,13.0,0.0,13.0,474.6666666667998,17.0,0.9654237288135686,465.53333333339987,24.300000000100006,0.9503912895540829,3.0,39.0,0.0
190531,328.8931,145.22,183.6731,946.2166666656994,890.4666666667,0.5151768132772918,1591.2499999996007,223.41666666609996,0.8768828067599823,19.0,91.0,4272.5406618001025
190646,326.88879999999983,179.0,147.88879999999983,967.7833333327995,3300.6666666667,0.2267294529238747,4235.1499999998,17.0333333334,0.9959942147367272,2.0,69.0,65.73980903670002
191017,233.7,90.0,143.7,571.7833333323996,712.0500000000001,0.4453719330127084,1210.283333332499,45.499999999900005,0.9637676350751054,3.0,44.0,0.0
191412,326.99969999999996,162.0,164.99969999999996,1034.5166666664998,2082.0,0.33194645731609174,3069.6666666665014,46.85,0.9849671909343223,4.0,124.0,2913.683735865499
191486,213.49319999999997,97.5,115.99319999999997,174.1333333332,78.0,0.6906398730828612,252.13333333320003,0.0,1.0,0.0,42.0,2.3745546421999877
191859,205.19289999999893,130.0,75.19289999999893,363.6666666663999,663.0,0.3542207792206114,1013.5499999997005,13.1166666667,0.9872240259739902,2.0,317.0,0.0
192358,125.7999,120.8,4.999899999999997,401.8833333338001,760.0,0.34588957583260393,1158.8333333337998,1.05,0.9990947365395949,0.0,20.0,2925.934443480601
192577,119.9938,60.0,59.99379999999999,58.4666666667,239.0,0.19654863290013486,120.1333333334,55.1,0.6855621076660888,1.0,9.0,0.0
192941,0.0,0.0,0.0,656.1500000029009,819.3,0.4447117828470032,1411.4833333359006,49.150000000300004,0.9663502133776192,1.0,58.0,1468.3445386850005
193362,66.987,20.0,46.986999999999995,44.900000000000006,110.0,0.289864428663654,149.9,4.0,0.9740090968161144,0.0,2.0,0.0
